,x,y,command
889,449.35991772467173,277.4093619022085,0
890,447.82712308562174,272.65010349416855,1
891,446.2943284465717,267.8908450861285,1
892,444.76153380752163,263.1315866780885,1
893,443.2287391684716,258.37232827004846,1
894,441.6959445294216,253.6130698620085,1
895,440.1631498903715,248.8538114539685,1
896,438.6303552513215,244.09455304592848,1
897,437.0975606122714,239.3352946378885,1
898,435.56476597322137,234.57603622984848,1
899,434.0319713341713,229.8167778218085,1
900,432.4991766951213,225.0575194137685,0
901,430.96638205607127,220.29826100572848,0
902,429.4335874170212,215.53900259768847,0
903,427.90079277797116,210.77974418964848,0
904,426.3679981389211,206.02048578160847,0
905,424.8352034998711,201.2612273735685,0
906,423.30240886082106,196.50196896552848,0
907,421.769614221771,191.74271055748846,0
908,420.23681958272095,186.98345214944848,0
909,418.7040249436709,182.2241937414085,0
910,417.17123030462085,177.4649353333685,1
911,415.63843566557085,172.70567692532848,1
912,414.1056410265208,167.94641851728846,1
913,412.57284638747075,163.18716010924845,1
914,411.0400517484207,158.42790170120844,1
915,409.50725710937064,153.66864329316846,1
916,407.97446247032065,148.90938488512847,1
917,406.4416678312706,144.15012647708846,1
918,404.90887319222054,139.39086806904845,1
919,403.3760785531705,134.63160966100844,1
920,401.84328391412043,129.87235125296846,0
921,400.31048927507044,125.11309284492845,0
922,398.7776946360204,120.35383443688846,0
923,397.24489999697033,115.59457602884845,0
924,395.7121053579203,110.83531762080844,0
925,394.1793107188702,106.07605921276846,0
926,392.64651607982023,101.31680080472844,0
927,391.1137214407702,96.55754239668845,0
928,389.5809268017201,91.79828398864844,0
929,388.0481321626701,87.03902558060844,0
930,386.51533752362,82.27976717256844,1
931,384.98254288456997,77.52050876452844,1
932,383.44974824551997,72.76125035648843,1
933,381.9169536064699,68.00199194844843,1
934,380.66638871780754,64.11904422046405,1
935,380.4078934029504,63.15346298794565,1
936,380.247086761455,62.16689916920616,1
937,380.1855755201277,61.169210183807806,1
938,380.2239742789588,60.170364610300524,1
939,380.36189937024307,59.180342583480375,1
940,380.5979726920603,58.20903607618157,0
941,380.92983547781444,57.26615006195377,0
942,381.3541718642494,56.3611055461745,0
943,381.866742022459,55.50294543447746,0
944,382.46242452085545,54.70024417902872,0
945,383.1352674968213,53.961022105434964,0
946,383.878548125753,53.29266527630119,0
947,384.68483979330216,52.701851692134746,0
948,385.5460862996513,52.19448456697159,0
949,386.45368235439906,51.775633345413084,0
950,387.39855955777796,51.449483050411246,1
951,388.37127700910656,51.21929246790276,1
952,389.3621156371489,51.08736158609718,1
953,390.3611753098613,51.055008614754954,1
954,391.3584737532392,51.122556814071245,1
955,392.3440462908994,51.28933126476697,1
