GPSX,GPSY
40.70941109003397,-74.00224992715407
40.70940782473331,-74.00226330910571
40.70940455943265,-74.00227669105736
40.709401294131986,-74.00229007300901
40.70939802883133,-74.00230345496065
40.70939476353067,-74.0023168369123
40.709391498230005,-74.00233021886395
40.70938823292935,-74.00234360081559
40.70938496762869,-74.00235698276724
40.709381702328024,-74.00237036471889
40.70937843702737,-74.00238374667053
40.709375171726705,-74.00239712862218
40.70937197582587,-74.00241053899238
40.70936960218492,-74.00242424007331
40.70936827387062,-74.00243818634092
40.70936800415504,-74.00245223844874
40.709368795733084,-74.00246625599273
40.70937064069557,-74.00248009891423
40.70937352060823,-74.00249362889936
40.70937740669596,-74.00250671076094
40.70938226013022,-74.00251921378937
40.709388032417124,-74.00253101305852
40.709394665881874,-74.00254199067398
40.70940209424509,-74.00255203695104
40.70941024328503,-74.00256105151064
40.709419031579166,-74.00256894428226
40.70942837131778,-74.00257563640396
40.70943816918128,-74.00258106101025
40.70944832727266,-74.00258516390026
40.70945874409563,-74.00258790407929
40.70946931556873,-74.00258925416834
40.7094799360653,-74.0025892006778
40.709490499468856,-74.00258774414212
40.70950090023335,-74.00258489911452
40.70951103443779,-74.00258069402157
40.70952080082454,-74.00257517087918
40.70953010181112,-74.00256838487276
40.709538844465115,-74.00256040380583
40.70954694143284,-74.00255130742258
40.709554311812056,-74.00254118661108
40.70956088196038,-74.00253014249512
40.709566586231055,-74.00251828542385
40.7095713676289,-74.00250573386921
40.70957517837975,-74.0024926132422
40.70957899891605,-74.00247211466399
40.70959528485909,-74.00240518759263
40.70961157080213,-74.00233826052127
40.70962785674517,-74.0022713334499
40.70964414268821,-74.00220440637854
40.709660428631246,-74.00213747930718
40.709676714574286,-74.0020705522358
40.709693000517326,-74.00200362516445
40.70970928646037,-74.00193669809309
40.70972557240341,-74.00186977102172
40.70974185834645,-74.00180284395036
40.70975814428949,-74.001735916879
40.70977443023253,-74.00166898980764
40.70979071617557,-74.00160206273627
40.70980700211861,-74.00153513566491
40.70982328806165,-74.00146820859355
40.70983957400469,-74.00140128152218
40.70985585994773,-74.00133435445082
40.70987214589077,-74.00126742737946
40.70988843183381,-74.00120050030809
40.70990471777685,-74.00113357323673
40.709921003719884,-74.00106664616537
40.709937289662925,-74.000999719094
40.709953575605965,-74.00093279202264
40.709969861549006,-74.00086586495128
40.709986147492046,-74.00079893787992
40.710002433435086,-74.00073201080855
40.71001871937813,-74.00066508373719
40.71003500532117,-74.00059815666583
40.71005129126421,-74.00053122959446
40.71006757720725,-74.0004643025231
40.71008386315029,-74.00039737545174
40.71010014909333,-74.00033044838037
40.71011643503637,-74.00026352130901
40.71013272097941,-74.00019659423765
40.71014900692245,-74.00012966716628
40.71016529286548,-74.00006274009492
40.71018157880852,-73.99999581302356
40.710197864751564,-73.9999288859522
40.710214150694604,-73.99986195888083
40.710230436637644,-73.99979503180947
40.710246722580685,-73.99972810473811
40.710263008523725,-73.99966117766674
40.710279294466766,-73.99959425059538
40.710295580409806,-73.99952732352402
40.710311866352846,-73.99946039645265
40.71032815229589,-73.99939346938129
40.71034443823893,-73.99932654230993
40.71036072418197,-73.99925961523856
40.71037701012501,-73.9991926881672
40.71039329606805,-73.99912576109584
40.71040958201108,-73.99905883402448
40.71042586795412,-73.99899190695311
40.71044215389716,-73.99892497988175
40.7104584398402,-73.99885805281039
40.71046428373748,-73.99883403731867
40.7104670302502,-73.9988204588326
40.71046891919258,-73.99880662209769
40.71047148983655,-73.99879298342601
40.71047507639882,-73.9987797525564
40.71047964304365,-73.99876706168735
40.71048514414262,-73.99875503762179
40.710491524730585,-73.99874380050025
40.710498721054805,-73.99873346260031
40.710506661211994,-73.99872412721486
40.71051526586673,-73.99871588761997
40.71052444904414,-73.99870882614296
40.71053411898895,-73.99870301333978
40.71054417908227,-73.99869850729003
40.71055452880698,-73.99869535301667
40.71056506475204,-73.99869358203615
40.71057568164578,-73.99869321204353
40.7105862734077,-73.99869424673567
40.71059673420842,-73.99869667577424
40.71060695952708,-73.9987004748891
40.71061684719566,-73.99870560612075
40.71062629841987,-73.99871201819963
40.71063521876618,-73.99871964705835
40.710643519105446,-73.99872841647188
40.71065111650342,-73.99873823881914
40.71065793504942,-73.9987490159585
40.710663906614776,-73.99876064020832
40.71066897153359,-73.99877299542295
40.71067307919888,-73.99878595815318
40.71067618856818,-73.99879939887967
40.71067826857372,-73.99881318330715
40.71067929843277,-73.99882717370615
40.710679267855326,-73.99884123028924
40.710678177146896,-73.99885521260771
40.71067603720548,-73.99886898095482
40.71067289030251,-73.99888467238232
40.71065660435947,-73.99895159945369
40.71064031841643,-73.99901852652505
40.71062403247339,-73.99908545359641
40.71060774653035,-73.99915238066778
40.71059146058731,-73.99921930773914
40.71057517464427,-73.9992862348105
40.71055888870123,-73.99935316188186
40.71054260275819,-73.99942008895323
40.71052631681515,-73.99948701602459
40.71051003087211,-73.99955394309595
40.71049374492907,-73.99962087016732
40.710477458986034,-73.99968779723868
40.710461173042994,-73.99975472431004
40.71044488709995,-73.99982165138141
40.71042860115691,-73.99988857845277
40.71041231521387,-73.99995550552413
40.71039602927083,-74.0000224325955
40.71037974332779,-74.00008935966686
40.71036345738475,-74.00015628673822
40.71034717144171,-74.00022321380958
40.71033088549867,-74.00029014088095
40.71031459955563,-74.00035706795231
40.71029831361259,-74.00042399502367
40.71028202766955,-74.00049092209504
40.71026574172651,-74.0005578491664
40.71024945578347,-74.00062477623776
40.710233169840436,-74.00069170330913
40.710216883897395,-74.00075863038049
40.710200597954355,-74.00082555745185
40.710184312011314,-74.00089248452322
40.710168026068274,-74.00095941159458
40.710151740125234,-74.00102633866594
40.71013545418219,-74.0010932657373
40.71011916823915,-74.00116019280867
40.71010288229611,-74.00122711988003
40.71008659635307,-74.00129404695139
40.71007031041003,-74.00136097402276
40.71005402446699,-74.00142790109412
40.71003773852395,-74.00149482816548
40.71002145258091,-74.00156175523685
40.71000516663787,-74.00162868230821
40.70998888069484,-74.00169560937957
40.7099725947518,-74.00176253645094
40.709956308808756,-74.0018294635223
40.709940022865716,-74.00189639059366
40.709923736922676,-74.00196331766502
40.709907450979635,-74.00203024473639
40.709891165036595,-74.00209717180775
40.709874879093555,-74.0021640988791
40.709858593150514,-74.00223102595048
40.709842307207474,-74.00229795302184
40.70982602126443,-74.0023648800932
40.70980973532139,-74.00243180716457
40.70979344937835,-74.00249873423593
40.70977716343531,-74.00256566130729
40.70976087749227,-74.00263258837866
40.70974459154923,-74.00269951545002
40.7097283056062,-74.00276644252138
40.70971201966316,-74.00283336959274
40.70969573372012,-74.00290029666411
40.70967944777708,-74.00296722373547
40.70966316183404,-74.00303415080683
40.709646875890996,-74.0031010778782
40.709630589947956,-74.00316800494956
40.709614304004916,-74.00323493202092
40.709598018061875,-74.00330185909229
40.709581732118835,-74.00336878616365
40.709565446175795,-74.003435713235
40.709549160232754,-74.00350264030638
40.709532874289714,-74.00356956737774
40.70951658834667,-74.0036364944491
40.70950030240363,-74.00370342152046
40.7094840164606,-74.00377034859183
40.70946773051756,-74.00383727566319
40.70945144457452,-74.00390420273455
40.70943515863148,-74.00397112980592
40.70941887268844,-74.00403805687728
40.7094025867454,-74.00410498394864
40.70938630080236,-74.00417191102001
40.70937001485932,-74.00423883809137
40.70936486765341,-74.00425999053037
40.70936156781688,-74.00427335763193
40.70935826704062,-74.00428672432898
40.709354966264364,-74.00430009102601
40.70935166548811,-74.00431345772306
40.70934836471185,-74.00432682442009
40.70934506393559,-74.00434019111712
40.70934176315933,-74.00435355781417
40.70933846238307,-74.0043669245112
40.709335161606816,-74.00438029120825
40.70933186083056,-74.00439365790528
40.709328560054296,-74.00440702460232
40.70932525927804,-74.00442039129936
40.70932195850178,-74.0044337579964
40.709318657725525,-74.00444712469344
40.70931535694927,-74.00446049139047
40.70931205617301,-74.00447385808751
40.70930875539675,-74.00448722478455
40.70930545462049,-74.00450059148159
40.709302153844234,-74.00451395817863
40.70929885306798,-74.00452732487567
40.70929555229172,-74.00454069157271
40.709292251515464,-74.00455405826975
40.7092889507392,-74.00456742496678
40.70928564996294,-74.00458079166383
40.70928234918669,-74.00459415836086
40.70927904841043,-74.0046075250579
40.70927574763417,-74.00462089175494
40.70927244685791,-74.00463425845197
40.70926914608165,-74.00464762514902
40.709265845305396,-74.00466099184605
40.70926254452914,-74.0046743585431
40.70925924375288,-74.00468772524013
40.709255942976625,-74.00470109193716
40.70925264220036,-74.00471445863421
40.709249341424105,-74.00472782533124
40.70924604064785,-74.00474119202829
40.70924273987159,-74.00475455872532
40.709239439095334,-74.00476792542236
40.70923613831907,-74.0047812921194
40.709232837542814,-74.00479465881644
40.70922953676656,-74.00480802551348
40.7092262359903,-74.00482139221052
40.709222935214044,-74.00483475890755
40.70921963443779,-74.0048481256046
40.70921633366152,-74.00486149230163
40.709213032885266,-74.00487485899868
40.70920973210901,-74.00488822569571
40.70920693394349,-74.00490178569733
40.709205172556416,-74.00491564767593
40.70920446557372,-74.0049296731388
40.70920482005934,-74.00494372194814
40.70920623247139,-74.00495765373287
40.70920868869749,-74.00497132929125
40.70921216419586,-74.00498461198158
40.70921662424046,-74.00499736908763
40.70922202426801,-74.00500947314461
40.709228310323205,-74.00502080321279
40.70923541959787,-74.00503124608585
40.70924328105847,-74.00504069742207
40.709251816155906,-74.00504906278682
40.709260939610296,-74.00505625859616
40.7092705602631,-74.0050622129519
40.70928058198793,-74.00506686636012
40.70929090465104,-74.0050701723255
40.70930142511178,-74.00507209781591
40.709312038253195,-74.00507262359251
40.70932263803227,-74.00507174440189
40.70933311853952,-74.00506946902864
40.70934337505719,-74.00506582020755
40.70935330510553,-74.00506083439642
40.709362809466796,-74.00505456141182
40.709371793176544,-74.00504706393137
40.70938016647251,-74.00503841686738
40.7093878456915,-74.00502870661848
40.7093947541053,-74.00501803020624
40.7094008226873,-74.00500649430587
40.70940599080225,-74.00499421418027
40.70941283244201,-74.00497078286023
40.70942911838505,-74.00490385578887
40.70944540432809,-74.0048369287175
40.709461690271134,-74.00477000164614
40.709477976214174,-74.00470307457478
40.709494262157214,-74.0046361475034
40.709510548100255,-74.00456922043205
40.709526834043295,-74.00450229336069
40.709543119986336,-74.00443536628931
40.709559405929376,-74.00436843921796
40.709575691872416,-74.0043015121466
40.70959197781546,-74.00423458507522
40.7096082637585,-74.00416765800387
40.70962454970154,-74.0041007309325
40.70964083564458,-74.00403380386115
40.70965712158761,-74.00396687678978
40.70967340753065,-74.00389994971842
40.70968969347369,-74.00383302264706
40.70970597941673,-74.00376609557568
40.70972226535977,-74.00369916850433
40.70973855130281,-74.00363224143297
40.70975483724585,-74.0035653143616
40.709771123188894,-74.00349838729024
40.709787409131934,-74.00343146021888
40.709803695074974,-74.0033645331475
40.709819981018015,-74.00329760607615
40.709836266961055,-74.00323067900479
40.709852552904096,-74.00316375193343
40.709868838847136,-74.00309682486206
40.709885124790176,-74.0030298977907
40.70990141073321,-74.00296297071934
40.70991769667625,-74.00289604364797
40.70993398261929,-74.0028291165766
40.70995026856233,-74.00276218950525
40.70996655450537,-74.00269526243387
40.70998284044841,-74.00262833536252
40.70999912639145,-74.00256140829116
40.71001541233449,-74.00249448121978
40.71003169827753,-74.00242755414843
40.71004798422057,-74.00236062707707
40.71006427016361,-74.00229370000571
40.710080556106654,-74.00222677293434
40.710096842049694,-74.00215984586298
40.710113127992734,-74.00209291879162
40.710129413935775,-74.00202599172025
40.71014569987881,-74.00195906464889
40.71016198582185,-74.00189213757753
40.71017827176489,-74.00182521050615
40.71019455770793,-74.0017582834348
40.71021084365097,-74.00169135636344
40.71022712959401,-74.00162442929206
40.71024341553705,-74.0015575022207
40.71025970148009,-74.00149057514935
40.71027598742313,-74.00142364807799
40.71029227336617,-74.00135672100662
40.71030855930921,-74.00128979393526
40.71032484525225,-74.0012228668639
40.71034113119529,-74.00115593979253
40.71035741713833,-74.00108901272117
40.71037370308137,-74.00102208564981
40.71038998902441,-74.00095515857844
40.71040627496745,-74.00088823150708
40.71042256091049,-74.00082130443572
40.71043884685353,-74.00075437736434
40.71045513279657,-74.00068745029299
40.71047141873961,-74.00062052322163
40.71048770468265,-74.00055359615027
40.71050399062569,-74.0004866690789
40.71052027656873,-74.00041974200754
40.71053656251177,-74.00035281493618
40.71055284845481,-74.0002858878648
40.71056913439785,-74.00021896079345
40.71058542034089,-74.00015203372209
40.71060170628393,-74.00008510665072
40.71061799222697,-74.00001817957936
40.710634278170005,-73.999951252508
40.710650564113045,-73.99988432543662
40.710666850056086,-73.99981739836527
40.710683135999126,-73.99975047129391
40.71069942194217,-73.99968354422255
40.71071570788521,-73.99961661715118
40.71073199382825,-73.99954969007982
40.71074827977129,-73.99948276300846
40.71076456571433,-73.99941583593709
40.71078085165737,-73.99934890886573
40.71079713760041,-73.99928198179437
40.71081342354345,-73.999215054723
40.71082970948649,-73.99914812765164
40.71084599542953,-73.99908120058028
40.71086228137257,-73.9990142735089
40.7108785673156,-73.99894734643755
40.710881496867536,-73.99893530744598
40.71088424338026,-73.99892172895989
40.7108862843606,-73.998907929983
40.71088916070718,-73.99889439866912
40.710893043346864,-73.9988813150142
40.71089789348559,-73.9988688097458
40.71090366266237,-73.99885700781243
40.710910293233496,-73.99884602713512
40.71091771894851,-73.99883597742914
40.710925865612104,-73.99882695910784
40.71093465182552,-73.99881906227932
40.710943989799816,-73.99881236584608
40.710953786233034,-73.99880693671665
40.710963943242454,-73.9988028291371
40.71097435934259,-73.99880008414902
40.71098493045923,-73.99879872917941
40.71099555096926,-73.9987987777667
40.711006114756046,-73.99880022942538
40.71101651626973,-73.998803069651
40.711026651581825,-73.99880727006494
40.71103641942365,-73.99881278869806
40.71104572219815,-73.99881957041
40.711054466955076,-73.99882754744014
40.71106256631971,-73.99883664008463
40.711069939365885,-73.99884675749277
40.71107651242455,-73.99885779857476
40.71108221981988,-73.99886965301177
40.71108700452547,-73.99888220235816
40.711090818734114,-73.99889532122504
40.71109362433551,-73.998908878533
40.711095393297015,-73.99892273882193
40.71109610794375,-73.99893676360438
40.7110957611352,-73.99895081274936
40.71109435633655,-73.99896474588247
40.71109010343257,-73.99898594250962
40.71107381748953,-73.99905286958098
40.71105753154649,-73.99911979665234
40.71104124560345,-73.99918672372371
40.711024959660406,-73.99925365079507
40.711008673717366,-73.99932057786643
40.710992387774326,-73.9993875049378
40.710976101831285,-73.99945443200916
40.710959815888245,-73.99952135908052
40.710943529945204,-73.99958828615189
40.710927244002164,-73.99965521322325
40.710910958059124,-73.99972214029461
40.71089467211609,-73.99978906736597
40.71087838617305,-73.99985599443734
40.71086210023001,-73.9999229215087
40.71084581428697,-73.99998984858006
40.71082952834393,-74.00005677565143
40.71081324240089,-74.00012370272279
40.71079695645785,-74.00019062979415
40.71078067051481,-74.00025755686552
40.71076438457177,-74.00032448393688
40.71074809862873,-74.00039141100824
40.71073181268569,-74.00045833807961
40.710715526742646,-74.00052526515097
40.710699240799606,-74.00059219222233
40.710682954856566,-74.00065911929369
40.710666668913525,-74.00072604636506
40.71065038297049,-74.00079297343642
40.71063409702745,-74.00085990050778
40.71061781108441,-74.00092682757915
40.71060152514137,-74.00099375465051
40.71058523919833,-74.00106068172187
40.71056895325529,-74.00112760879324
40.71055266731225,-74.0011945358646
40.71053638136921,-74.00126146293596
40.71052009542617,-74.00132839000733
40.71050380948313,-74.00139531707869
40.71048752354009,-74.00146224415005
40.71047123759705,-74.0015291712214
40.71045495165401,-74.00159609829278
40.71043866571097,-74.00166302536414
40.71042237976793,-74.0017299524355
40.710406093824886,-74.00179687950687
40.71038980788185,-74.00186380657823
40.71037352193881,-74.00193073364959
40.71035723599577,-74.00199766072096
40.71034095005273,-74.00206458779232
40.71032466410969,-74.00213151486368
40.71030837816665,-74.00219844193505
40.71029209222361,-74.00226536900641
40.71027580628057,-74.00233229607777
40.71025952033753,-74.00239922314913
40.71024323439449,-74.0024661502205
40.71022694845145,-74.00253307729186
40.71021066250841,-74.00260000436322
40.71019437656537,-74.00266693143459
40.71017809062233,-74.00273385850595
40.71016180467929,-74.0028007855773
40.710145518736255,-74.00286771264868
40.710129232793214,-74.00293463972004
40.710112946850174,-74.0030015667914
40.71009666090713,-74.00306849386277
40.71008037496409,-74.00313542093413
40.71006408902105,-74.00320234800549
40.71004780307801,-74.00326927507685
40.71003151713497,-74.00333620214822
40.71001523119193,-74.00340312921958
40.70999894524889,-74.00347005629094
40.70998265930585,-74.00353698336231
40.70996637336281,-74.00360391043367
40.70995008741977,-74.00367083750503
40.70993380147673,-74.0037377645764
40.70991751553369,-74.00380469164776
40.709901229590656,-74.00387161871912
40.709884943647616,-74.00393854579049
40.709868657704575,-74.00400547286185
40.709852371761535,-74.00407239993321
40.709836085818495,-74.00413932700457
40.709819799875454,-74.00420625407594
40.709803513932414,-74.0042731811473
40.70978722798937,-74.00434010821866
40.70977094204633,-74.00440703529003
40.70975465610329,-74.00447396236139
40.70973837016025,-74.00454088943275
40.70972208421721,-74.00460781650412
40.70970579827417,-74.00467474357548
40.70968951233113,-74.00474167064684
40.70967322638809,-74.00480859771821
40.70965694044506,-74.00487552478957
40.70964065450202,-74.00494245186093
40.70962436855898,-74.00500937893229
40.70962341508805,-74.00501329722037
40.70962066857533,-74.00502687570645
40.70961896000477,-74.00504074926015
40.70961830644783,-74.00505477926151
40.70961871443464,-74.00506882552739
40.70962017988874,-74.00508274771214
40.70962268816778,-74.0050964067099
40.70962621420988,-74.00510966604448
40.709630722783984,-74.00512239323298
40.70963616884192,-74.00513446110955
40.70964249796846,-74.00514574909595
40.70964964692508,-74.00515614440636
40.70965754428176,-74.00516554317427
40.70966611113073,-74.0051738514903
40.709675261874864,-74.00518098634049
40.709684905082945,-74.0051868764358
40.709694944403225,-74.00519146292432
40.70970527952615,-74.00519469997938
40.70971580718657,-74.00519655525741
40.709726422195594,-74.00519701022107
40.70973701849155,-74.00519606032452
40.70974749019977,-74.00519371505881
40.709757732690385,-74.00518999785706
40.70976764362383,-74.00518494586031
40.709777123973325,-74.00517860954646
40.70978607901435,-74.00517105222586
40.709794419271105,-74.00516234940875
40.7098020614105,-74.0051525880508
40.709808929074796,-74.0051418656843
40.70981495364457,-74.00513028944356
40.70982007492431,-74.00511797499455
40.709824241743874,-74.0051050453792
40.709827412469785,-74.00509162978592
40.709829794329046,-74.00507792580439
40.709833997734094,-74.0050558115805
40.709850283677135,-74.00498888450915
40.70986656962017,-74.00492195743779
40.70988285556321,-74.00485503036641
40.70989914150625,-74.00478810329506
40.70991542744929,-74.0047211762237
40.70993171339233,-74.00465424915232
40.70994799933537,-74.00458732208097
40.70996428527841,-74.0045203950096
40.70998057122145,-74.00445346793823
40.70999685716449,-74.00438654086688
40.71001314310753,-74.00431961379552
40.71002942905057,-74.00425268672416
40.71004571499361,-74.00418575965278
40.71006200093665,-74.00411883258143
40.71007828687969,-74.00405190551007
40.71009457282273,-74.0039849784387
40.710110858765766,-74.00391805136734
40.71012714470881,-74.00385112429598
40.71014343065185,-74.0037841972246
40.71015971659489,-74.00371727015325
40.71017600253793,-74.00365034308189
40.71019228848097,-74.00358341601051
40.71020857442401,-74.00351648893916
40.71022486036705,-74.0034495618678
40.71024114631009,-74.00338263479644
40.71025743225313,-74.00331570772506
40.71027371819617,-74.0032487806537
40.71029000413921,-74.00318185358235
40.71030629008225,-74.00311492651097
40.71032257602529,-74.00304799943962
40.71033886196833,-74.00298107236826
40.710355147911365,-74.00291414529688
40.710371433854405,-74.00284721822553
40.710387719797446,-74.00278029115417
40.710404005740486,-74.0027133640828
40.710420291683526,-74.00264643701144
40.71043657762657,-74.00257950994008
40.71045286356961,-74.00251258286872
40.71046914951265,-74.00244565579735
40.71048543545569,-74.00237872872599
40.71050172139873,-74.00231180165463
40.71051800734177,-74.00224487458325
40.71053429328481,-74.0021779475119
40.71055057922785,-74.00211102044054
40.71056686517089,-74.00204409336916
40.71058315111393,-74.0019771662978
40.71059943705696,-74.00191023922645
40.710615723000004,-74.00184331215507
40.710632008943044,-74.00177638508372
40.710648294886084,-74.00170945801236
40.710664580829125,-74.001642530941
40.710680866772165,-74.00157560386963
40.710697152715206,-74.00150867679827
40.710713438658246,-74.00144174972691
40.710729724601286,-74.00137482265554
40.71074601054433,-74.00130789558418
40.71076229648737,-74.00124096851282
40.71077858243041,-74.00117404144144
40.71079486837345,-74.00110711437009
40.71081115431649,-74.00104018729873
40.71082744025953,-74.00097326022735
40.71084372620256,-74.000906333156
40.7108600121456,-74.00083940608464
40.71087629808864,-74.00077247901328
40.71089258403168,-74.0007055519419
40.71090886997472,-74.00063862487055
40.710925155917764,-74.00057169779919
40.710941441860804,-74.00050477072782
40.710957727803844,-74.00043784365646
40.710974013746885,-74.0003709165851
40.710990299689925,-74.00030398951372
40.711006585632965,-74.00023706244237
40.711022871576006,-74.00017013537101
40.711039157519046,-74.00010320829963
40.71105544346209,-74.00003628122828
40.71107172940513,-73.99996935415692
40.71108801534816,-73.99990242708556
40.7111043012912,-73.99983550001419
40.71112058723424,-73.99976857294283
40.71113687317728,-73.99970164587147
40.71115315912032,-73.9996347188001
40.71116944506336,-73.99956779172874
40.7111857310064,-73.99950086465738
40.71120201694944,-73.999433937586
40.71121830289248,-73.99936701051465
40.711234588835524,-73.99930008344329
40.711250874778564,-73.99923315637191
40.711267160721604,-73.99916622930056
40.711283446664645,-73.9990993022292
40.71129870999759,-73.99903657757326
40.71130145651031,-73.99902299908719
40.71130349749119,-73.99900920011045
40.711306373838696,-73.99899566879691
40.71131025647927,-73.99898258514244
40.711315106618855,-73.99897007987462
40.711320875796446,-73.99895827794195
40.71132750636833,-73.99894729726543
40.71133493208403,-73.99893724756035
40.71134307874824,-73.99892822924004
40.711351864962204,-73.99892033241257
40.711361202936956,-73.99891363598044
40.711370999370544,-73.99890820685219
