                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.61204,                 1.5456,                0.77807,                 1.0423,                0.89291,                0.90909,                 0.8846,                 0.7392,                 0.9826,                      1,                  0.995,                0.78393,                0.59295,                 1.3523,                0.76532,                 1.0975,              0.0009308,              0.0009308,              0.0009308
                     30,                0.60985,                 1.5283,                0.79507,                 1.0564,                 0.9084,                0.90222,                0.86803,                0.73578,                      1,                0.99099,                  0.995,                0.73882,                0.63078,                 1.4515,                0.80274,                 1.1192,              0.0008912,              0.0008912,              0.0008912
                     31,                0.60261,                 1.5566,                0.78865,                 1.0536,                0.90182,                0.90909,                0.86233,                 0.6916,                0.99241,                      1,                  0.995,                0.79465,                0.53164,                 1.1473,                0.72621,                 1.0542,              0.0008516,              0.0008516,              0.0008516
                     32,                0.59625,                 1.5813,                 0.7605,                 1.0553,                0.87662,                0.90909,                0.95464,                0.73059,                0.96506,                      1,                  0.995,                0.81087,                0.75981,                 1.3073,                0.78909,                  1.221,               0.000812,               0.000812,               0.000812
                     33,                0.59853,                 1.5076,                0.77057,                 1.0458,                0.82973,                0.88747,                0.86711,                0.66217,                0.83169,                      1,                0.89808,                0.73811,                0.78637,                 1.1525,                0.91546,                 1.2349,              0.0007724,              0.0007724,              0.0007724
                     34,                0.59003,                 1.5317,                 0.7629,                 1.0425,                0.70582,                0.90909,                0.80716,                0.65196,                0.77947,                      1,                0.87434,                0.72197,                 0.7753,                   1.27,                0.95338,                 1.1605,              0.0007328,              0.0007328,              0.0007328
                     35,                0.60799,                 1.5695,                0.76019,                 1.0481,                0.75841,                0.90909,                0.83707,                0.71919,                0.83502,                      1,                0.88346,                0.69303,                0.58677,                 1.1554,                0.76159,                  1.041,              0.0006932,              0.0006932,              0.0006932
                     36,                0.59345,                 1.4609,                0.73154,                 1.0428,                0.77003,                      1,                0.91143,                0.76249,                0.84078,                 0.9619,                0.98115,                0.82971,                0.59804,                 1.0199,                0.73284,                 1.0226,              0.0006536,              0.0006536,              0.0006536
                     37,                0.58877,                 1.5202,                0.74163,                 1.0434,                0.70578,                0.90909,                0.88116,                0.66087,                0.83441,                      1,                0.97297,                0.80292,                0.79954,                 1.0635,                0.79341,                 1.2936,               0.000614,               0.000614,               0.000614
                     38,                0.56354,                   1.53,                0.73313,                 1.0316,                0.87236,                0.90909,                0.90596,                0.75752,                 0.9596,                      1,                  0.995,                0.83813,                0.57366,                 1.1086,                0.75674,                 1.0165,              0.0005744,              0.0005744,              0.0005744
                     39,                 0.5773,                  1.527,                0.72376,                 1.0358,                0.82534,                0.72727,                0.88511,                0.65057,                0.94274,                0.81818,                0.96753,                0.82919,                0.72689,                 1.1014,                 0.9045,                 1.1588,              0.0005348,              0.0005348,              0.0005348
                     40,                 0.5711,                 1.4463,                0.70769,                 1.0346,                0.76425,                0.88554,                0.88846,                 0.7555,                0.84186,                0.96954,                0.96731,                0.83191,                0.53932,                0.93232,                0.86696,                 1.0011,              0.0004952,              0.0004952,              0.0004952
                     41,                0.50951,                 1.4712,                 0.8782,                 1.0452,                0.89804,                0.80213,                0.86429,                0.57201,                      1,                0.89141,                0.97571,                0.83342,                   0.77,                 1.3082,                 1.0516,                 1.2641,              0.0004556,              0.0004556,              0.0004556
                     42,                0.46874,                 1.2702,                0.72129,                 1.0099,                0.94089,                0.90909,                0.98115,                0.74934,                0.98594,                      1,                  0.995,                0.84156,                0.82481,                 1.1669,                0.67082,                 1.4237,               0.000416,               0.000416,               0.000416
                     43,                0.44097,                 1.2145,                0.66732,                0.98433,                0.90788,                0.89699,                0.94299,                0.71137,                      1,                0.98417,                  0.995,                0.83398,                0.69122,                0.95958,                0.83084,                 1.1454,              0.0003764,              0.0003764,              0.0003764
                     44,                0.44538,                 1.2143,                0.65263,                0.98651,                0.83091,                0.90909,                0.86562,                0.63508,                0.91346,                0.96154,                 0.9875,                0.85246,                0.72122,                0.99144,                0.92025,                 1.2732,              0.0003368,              0.0003368,              0.0003368
                     45,                 0.4311,                 1.1885,                 0.6441,                0.98441,                0.75652,                0.90909,                0.85974,                0.62247,                0.89634,                      1,                   0.98,                0.83891,                0.71296,                0.89413,                0.84701,                 1.3747,              0.0002972,              0.0002972,              0.0002972
                     46,                0.42323,                 1.1759,                0.62139,                0.97627,                 0.7812,                0.97511,                0.93071,                0.68308,                0.94665,                      1,                  0.995,                0.85146,                0.71617,                0.87619,                0.74909,                 1.3871,              0.0002576,              0.0002576,              0.0002576
                     47,                0.42607,                 1.1644,                0.62315,                0.98617,                0.78248,                0.98219,                0.95171,                0.75018,                      1,                0.89583,                 0.9875,                0.87763,                0.56173,                0.86179,                0.69564,                 1.0989,               0.000218,               0.000218,               0.000218
                     48,                0.41241,                  1.123,                0.58405,                0.97826,                0.82992,                      1,                0.92837,                0.69519,                0.82992,                      1,                0.96479,                0.85058,                0.70941,                0.87956,                 0.7392,                 1.3841,              0.0001784,              0.0001784,              0.0001784
                     49,                0.40146,                 1.1522,                0.55613,                0.96779,                0.84298,                0.97747,                0.95661,                0.70999,                0.98331,                      1,                  0.995,                0.87166,                0.65682,                0.84016,                0.69677,                 1.3981,              0.0001388,              0.0001388,              0.0001388
                     50,                0.39634,                 1.1275,                0.53948,                 0.9524,                0.84525,                0.99357,                0.95661,                0.71269,                0.95679,                      1,                  0.995,                0.89052,                0.67286,                0.83479,                0.68426,                  1.357,               9.92e-05,               9.92e-05,               9.92e-05
